cv_2,4DF3,,Line,""
cv_3,4DF4,,Line,""
cv_4,4DF5,,Line,""
cv_5,4DF6,,Line,""
cv_6,4DF7,,Line,""
cv_7,4DF8,,Line,""
cv_8,4DF9,,Line,""
cv_9,4DFA,,Line,""
cv_10,4DFB,,Line,""
cv_11,4DFC,,Line,""
cv_12,4DFD,,Line,""
cv_13,4F05,,Line,""
cv_14,59AC,,Line,""
cv_15,59AD,,Line,""
cv_16,59AE,,Line,""
cv_17,59AF,,Line,""
cv_18,59B0,,Line,""
cv_19,59D0,,Line,""
cv_20,59D1,,Line,""
cv_21,59D3,,Line,""
cv_22,59E7,,Line,""
cv_23,59E8,,Line,""
cv_24,59E9,,Line,""
cv_25,59EA,,Line,""
cv_26,4DFE,,Arc,""
cv_27,4DFF,,Arc,""
cv_28,4E00,,Arc,""
cv_29,4E01,,Arc,""
cv_30,4E02,,Arc,""
cv_31,4E03,,Arc,""
cv_32,4F32,,Text,""
cv_33,4F35,,Text,""
cv_34,4F43,,Text,""
cv_35,4F48,,Text,""
cv_36,490,569D,Text,""
cv_37,5EE,569D,Text,""
cv_38,5EF,569D,Text,""
cv_39,490,569E,Text,""
cv_40,490,56A0,Text,""
cv_41,604,56A0,Text,""
cv_42,605,56A0,Text,""
cv_43,490,56A1,Text,""
cv_44,490,56A2,Text,""
cv_45,61E,56A2,Text,""
cv_46,61F,56A2,Text,""
cv_47,620,56A2,Text,""
cv_48,490,56A3,Text,""
cv_49,490,56BC,Text,""
cv_50,1C0D,56BC,Text,""
cv_51,490,56BD,Text,""
cv_52,490,56BE,Text,""
cv_53,1C1E,56BE,Text,""
cv_54,1C24,56BF,Text,""
cv_55,490,5755,Text,""
cv_56,490,5756,Text,""
cv_57,490,578A,Text,""
cv_58,490,578B,Text,""
cv_59,490,569F,Text,""
cv_61,5E0,569D,Line,"DA_IMAGEDIMGROUP_16_1"
cv_62,5E1,569D,Line,"DA_IMAGEDIMGROUP_16_1"
cv_63,5E2,569D,Line,"DA_IMAGEDIMGROUP_16_1"
cv_64,5E3,569D,Line,"DA_IMAGEDIMGROUP_16_1"
cv_65,5E4,569D,Line,"DA_IMAGEDIMGROUP_16_1"
cv_66,5E5,569D,Line,"DA_IMAGEDIMGROUP_16_1"
cv_67,5E6,569D,Line,"DA_IMAGEDIMGROUP_16_1"
cv_68,490,569D,Line,"DA_IMAGEDIMGROUP_16_1"
cv_69,490,569D,Line,"DA_IMAGEDIMGROUP_16_1"
cv_75,5F0,569E,Line,"DA_IMAGEDIMGROUP_17_6"
cv_78,5F3,569F,Line,"DA_IMAGEDIMGROUP_18_8"
cv_81,5F6,56A0,Line,"DA_IMAGEDIMGROUP_19_10"
cv_82,5F7,56A0,Line,"DA_IMAGEDIMGROUP_19_10"
cv_83,5F8,56A0,Line,"DA_IMAGEDIMGROUP_19_10"
cv_84,5F9,56A0,Line,"DA_IMAGEDIMGROUP_19_10"
cv_85,5FA,56A0,Line,"DA_IMAGEDIMGROUP_19_10"
cv_86,5FB,56A0,Line,"DA_IMAGEDIMGROUP_19_10"
cv_87,5FC,56A0,Line,"DA_IMAGEDIMGROUP_19_10"
cv_88,490,56A0,Line,"DA_IMAGEDIMGROUP_19_10"
cv_89,490,56A0,Line,"DA_IMAGEDIMGROUP_19_10"
cv_95,606,56A1,Line,"DA_IMAGEDIMGROUP_20_15"
cv_96,607,56A1,Line,"DA_IMAGEDIMGROUP_20_15"
cv_97,608,56A1,Line,"DA_IMAGEDIMGROUP_20_15"
cv_101,60C,56A2,Line,"DA_IMAGEDIMGROUP_21_18"
cv_102,60D,56A2,Line,"DA_IMAGEDIMGROUP_21_18"
cv_103,60E,56A2,Line,"DA_IMAGEDIMGROUP_21_18"
cv_104,60F,56A2,Line,"DA_IMAGEDIMGROUP_21_18"
cv_105,610,56A2,Line,"DA_IMAGEDIMGROUP_21_18"
cv_106,611,56A2,Line,"DA_IMAGEDIMGROUP_21_18"
cv_107,490,56A2,Line,"DA_IMAGEDIMGROUP_21_18"
cv_108,490,56A2,Line,"DA_IMAGEDIMGROUP_21_18"
cv_109,490,56A2,Line,"DA_IMAGEDIMGROUP_21_18"
cv_119,621,56A3,Line,"DA_IMAGEDIMGROUP_22_27"
cv_120,622,56A3,Line,"DA_IMAGEDIMGROUP_22_27"
cv_121,623,56A3,Line,"DA_IMAGEDIMGROUP_22_27"
cv_125,1C03,56BC,Line,"DA_IMAGEDIMGROUP_32_30"
cv_126,1C04,56BC,Line,"DA_IMAGEDIMGROUP_32_30"
cv_127,1C05,56BC,Line,"DA_IMAGEDIMGROUP_32_30"
cv_128,1C06,56BC,Line,"DA_IMAGEDIMGROUP_32_30"
cv_129,1C07,56BC,Line,"DA_IMAGEDIMGROUP_32_30"
cv_130,490,56BC,Line,"DA_IMAGEDIMGROUP_32_30"
cv_135,1C0E,56BD,Line,"DA_IMAGEDIMGROUP_33_34"
cv_136,1C0F,56BD,Line,"DA_IMAGEDIMGROUP_33_34"
cv_137,1C10,56BD,Line,"DA_IMAGEDIMGROUP_33_34"
cv_141,1C14,56BE,Line,"DA_IMAGEDIMGROUP_34_37"
cv_142,490,56BE,Line,"DA_IMAGEDIMGROUP_34_37"
cv_143,1C18,56BE,Line,"DA_IMAGEDIMGROUP_34_37"
cv_144,1C19,56BE,Line,"DA_IMAGEDIMGROUP_34_37"
cv_145,1C1A,56BE,Line,"DA_IMAGEDIMGROUP_34_37"
cv_146,1C1B,56BE,Line,"DA_IMAGEDIMGROUP_34_37"
cv_151,1C1F,56BF,Line,"DA_IMAGEDIMGROUP_35_41"
cv_152,490,56BF,Line,"DA_IMAGEDIMGROUP_35_41"
cv_153,1C23,56BF,Line,"DA_IMAGEDIMGROUP_35_41"
cv_157,4839,5755,Line,"DA_IMAGEDIMGROUP_111_44"
cv_158,483A,5755,Line,"DA_IMAGEDIMGROUP_111_44"
cv_159,483B,5755,Line,"DA_IMAGEDIMGROUP_111_44"
cv_163,483F,5756,Line,"DA_IMAGEDIMGROUP_112_47"
cv_164,4840,5756,Line,"DA_IMAGEDIMGROUP_112_47"
cv_165,4841,5756,Line,"DA_IMAGEDIMGROUP_112_47"
cv_169,4845,5757,Circle,"DC_GROUP_128_50"
cv_170,4846,5757,Text,"DC_GROUP_128_50"
cv_172,49C8,578A,Line,"DA_IMAGEDIMGROUP_136_51"
cv_173,49C9,578A,Line,"DA_IMAGEDIMGROUP_136_51"
cv_174,49CA,578A,Line,"DA_IMAGEDIMGROUP_136_51"
cv_178,49CE,578B,Line,"DA_IMAGEDIMGROUP_137_54"
cv_179,49CF,578B,Line,"DA_IMAGEDIMGROUP_137_54"
cv_180,49D0,578B,Line,"DA_IMAGEDIMGROUP_137_54"
cv_184,49D4,578C,Circle,"DC_GROUP_156_57"
cv_185,49D5,578C,Text,"DC_GROUP_156_57"
